Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
564	2011/12	ILI	00+	Sueden	2012-W35	1488
902	2011/12	ILI	00+	Mitte (West)	2012-W35	768
382	2011/12	ILI	00+	Norden (West)	2012-W35	255
661	2011/12	ILI	00+	Osten	2012-W35	761
1919	2011/12	ILI	15+	Bundesweit	2012-W35	761
2509	2011/12	ILI	00+	Bundesweit	2012-W35	851
590	2011/12	ILI	0-14	Bundesweit	2012-W35	1444
157	2011/12	ARE	0-4	Bundesweit	2012-W36	12637
442	2011/12	ARE	5-14	Bundesweit	2012-W36	5863
408	2011/12	ARE	15-34	Bundesweit	2012-W36	6202
1222	2011/12	ARE	35-59	Bundesweit	2012-W36	4075
312	2011/12	ARE	60+	Bundesweit	2012-W36	2128
584	2011/12	ARE	00+	Sueden	2012-W36	2512
919	2011/12	ARE	00+	Mitte (West)	2012-W36	5320
379	2011/12	ARE	00+	Norden (West)	2012-W36	4463
659	2011/12	ARE	00+	Osten	2012-W36	5571
1942	2011/12	ARE	15+	Bundesweit	2012-W36	4083
2541	2011/12	ARE	00+	Bundesweit	2012-W36	4602
599	2011/12	ARE	0-14	Bundesweit	2012-W36	7988
157	2011/12	ILI	0-4	Bundesweit	2012-W36	3828
442	2011/12	ILI	5-14	Bundesweit	2012-W36	1175
408	2011/12	ILI	15-34	Bundesweit	2012-W36	1450
1222	2011/12	ILI	35-59	Bundesweit	2012-W36	851
312	2011/12	ILI	60+	Bundesweit	2012-W36	181
584	2011/12	ILI	00+	Sueden	2012-W36	447
919	2011/12	ILI	00+	Mitte (West)	2012-W36	1385
379	2011/12	ILI	00+	Norden (West)	2012-W36	1024
659	2011/12	ILI	00+	Osten	2012-W36	842
1942	2011/12	ILI	15+	Bundesweit	2012-W36	817
2541	2011/12	ILI	00+	Bundesweit	2012-W36	975
599	2011/12	ILI	0-14	Bundesweit	2012-W36	2007
163	2011/12	ARE	0-4	Bundesweit	2012-W37	13325
439	2011/12	ARE	5-14	Bundesweit	2012-W37	7807
416	2011/12	ARE	15-34	Bundesweit	2012-W37	5444
1242	2011/12	ARE	35-59	Bundesweit	2012-W37	4309
324	2011/12	ARE	60+	Bundesweit	2012-W37	4967
590	2011/12	ARE	00+	Sueden	2012-W37	4636
927	2011/12	ARE	00+	Mitte (West)	2012-W37	6839
395	2011/12	ARE	00+	Norden (West)	2012-W37	4145
672	2011/12	ARE	00+	Osten	2012-W37	4931
1982	2011/12	ARE	15+	Bundesweit	2012-W37	4813
2584	2011/12	ARE	00+	Bundesweit	2012-W37	5425
602	2011/12	ARE	0-14	Bundesweit	2012-W37	9513
163	2011/12	ILI	0-4	Bundesweit	2012-W37	4434
439	2011/12	ILI	5-14	Bundesweit	2012-W37	1821
416	2011/12	ILI	15-34	Bundesweit	2012-W37	789
1242	2011/12	ILI	35-59	Bundesweit	2012-W37	593
324	2011/12	ILI	60+	Bundesweit	2012-W37	462
590	2011/12	ILI	00+	Sueden	2012-W37	950
927	2011/12	ILI	00+	Mitte (West)	2012-W37	880
395	2011/12	ILI	00+	Norden (West)	2012-W37	702
672	2011/12	ILI	00+	Osten	2012-W37	882
1982	2011/12	ILI	15+	Bundesweit	2012-W37	607
2584	2011/12	ILI	00+	Bundesweit	2012-W37	870
602	2011/12	ILI	0-14	Bundesweit	2012-W37	2629
162	2011/12	ARE	0-4	Bundesweit	2012-W38	18823
451	2011/12	ARE	5-14	Bundesweit	2012-W38	10493
430	2011/12	ARE	15-34	Bundesweit	2012-W38	7907
1253	2011/12	ARE	35-59	Bundesweit	2012-W38	6128
326	2011/12	ARE	60+	Bundesweit	2012-W38	4317
606	2011/12	ARE	00+	Sueden	2012-W38	8032
938	2011/12	ARE	00+	Mitte (West)	2012-W38	6320
405	2011/12	ARE	00+	Norden (West)	2012-W38	7306
673	2011/12	ARE	00+	Osten	2012-W38	6777
2009	2011/12	ARE	15+	Bundesweit	2012-W38	6068
2622	2011/12	ARE	00+	Bundesweit	2012-W38	6991
613	2011/12	ARE	0-14	Bundesweit	2012-W38	13117
162	2011/12	ILI	0-4	Bundesweit	2012-W38	7272
451	2011/12	ILI	5-14	Bundesweit	2012-W38	2126
430	2011/12	ILI	15-34	Bundesweit	2012-W38	1702
1253	2011/12	ILI	35-59	Bundesweit	2012-W38	807
326	2011/12	ILI	60+	Bundesweit	2012-W38	1248
606	2011/12	ILI	00+	Sueden	2012-W38	1624
938	2011/12	ILI	00+	Mitte (West)	2012-W38	1279
405	2011/12	ILI	00+	Norden (West)	2012-W38	2465
673	2011/12	ILI	00+	Osten	2012-W38	1173
2009	2011/12	ILI	15+	Bundesweit	2012-W38	1182
2622	2011/12	ILI	00+	Bundesweit	2012-W38	1518
613	2011/12	ILI	0-14	Bundesweit	2012-W38	3746
167	2011/12	ARE	0-4	Bundesweit	2012-W39	13869
441	2011/12	ARE	5-14	Bundesweit	2012-W39	10238
438	2011/12	ARE	15-34	Bundesweit	2012-W39	9868
1254	2011/12	ARE	35-59	Bundesweit	2012-W39	5472
324	2011/12	ARE	60+	Bundesweit	2012-W39	3262
609	2011/12	ARE	00+	Sueden	2012-W39	9185
934	2011/12	ARE	00+	Mitte (West)	2012-W39	5045
410	2011/12	ARE	00+	Norden (West)	2012-W39	7872
671	2011/12	ARE	00+	Osten	2012-W39	5939
2016	2011/12	ARE	15+	Bundesweit	2012-W39	5983
2624	2011/12	ARE	00+	Bundesweit	2012-W39	6688
608	2011/12	ARE	0-14	Bundesweit	2012-W39	11355
167	2011/12	ILI	0-4	Bundesweit	2012-W39	4463
441	2011/12	ILI	5-14	Bundesweit	2012-W39	2387
438	2011/12	ILI	15-34	Bundesweit	2012-W39	1429
1254	2011/12	ILI	35-59	Bundesweit	2012-W39	921
324	2011/12	ILI	60+	Bundesweit	2012-W39	182
609	2011/12	ILI	00+	Sueden	2012-W39	698
934	2011/12	ILI	00+	Mitte (West)	2012-W39	578
410	2011/12	ILI	00+	Norden (West)	2012-W39	2176
671	2011/12	ILI	00+	Osten	2012-W39	1639
2016	2011/12	ILI	15+	Bundesweit	2012-W39	834
2624	2011/12	ILI	00+	Bundesweit	2012-W39	1121
608	2011/12	ILI	0-14	Bundesweit	2012-W39	3026
168	2012/13	ARE	0-4	Bundesweit	2012-W40	14330
439	2012/13	ARE	5-14	Bundesweit	2012-W40	4744
436	2012/13	ARE	15-34	Bundesweit	2012-W40	7900
1269	2012/13	ARE	35-59	Bundesweit	2012-W40	5821
329	2012/13	ARE	60+	Bundesweit	2012-W40	6782
602	2012/13	ARE	00+	Sueden	2012-W40	8372
947	2012/13	ARE	00+	Mitte (West)	2012-W40	6753
409	2012/13	ARE	00+	Norden (West)	2012-W40	5461
683	2012/13	ARE	00+	Osten	2012-W40	6307
2034	2012/13	ARE	15+	Bundesweit	2012-W40	6670
2641	2012/13	ARE	00+	Bundesweit	2012-W40	6813
607	2012/13	ARE	0-14	Bundesweit	2012-W40	7748
168	2012/13	ILI	0-4	Bundesweit	2012-W40	6980
439	2012/13	ILI	5-14	Bundesweit	2012-W40	911
436	2012/13	ILI	15-34	Bundesweit	2012-W40	1334
1269	2012/13	ILI	35-59	Bundesweit	2012-W40	686
329	2012/13	ILI	60+	Bundesweit	2012-W40	1827
602	2012/13	ILI	00+	Sueden	2012-W40	1571
947	2012/13	ILI	00+	Mitte (West)	2012-W40	1524
409	2012/13	ILI	00+	Norden (West)	2012-W40	1096
683	2012/13	ILI	00+	Osten	2012-W40	1325
2034	2012/13	ILI	15+	Bundesweit	2012-W40	1206
2641	2012/13	ILI	00+	Bundesweit	2012-W40	1419
607	2012/13	ILI	0-14	Bundesweit	2012-W40	2812
168	2012/13	ARE	0-4	Bundesweit	2012-W41	12247
449	2012/13	ARE	5-14	Bundesweit	2012-W41	5278
441	2012/13	ARE	15-34	Bundesweit	2012-W41	8499
1283	2012/13	ARE	35-59	Bundesweit	2012-W41	6048
333	2012/13	ARE	60+	Bundesweit	2012-W41	3107
627	2012/13	ARE	00+	Sueden	2012-W41	7659
964	2012/13	ARE	00+	Mitte (West)	2012-W41	6635
410	2012/13	ARE	00+	Norden (West)	2012-W41	4901
673	2012/13	ARE	00+	Osten	2012-W41	4254
2057	2012/13	ARE	15+	Bundesweit	2012-W41	5821
2674	2012/13	ARE	00+	Bundesweit	2012-W41	6027
617	2012/13	ARE	0-14	Bundesweit	2012-W41	7394
168	2012/13	ILI	0-4	Bundesweit	2012-W41	6013
449	2012/13	ILI	5-14	Bundesweit	2012-W41	658
441	2012/13	ILI	15-34	Bundesweit	2012-W41	1347
1283	2012/13	ILI	35-59	Bundesweit	2012-W41	656
333	2012/13	ILI	60+	Bundesweit	2012-W41	983
627	2012/13	ILI	00+	Sueden	2012-W41	1516
964	2012/13	ILI	00+	Mitte (West)	2012-W41	1275
410	2012/13	ILI	00+	Norden (West)	2012-W41	661
673	2012/13	ILI	00+	Osten	2012-W41	781
2057	2012/13	ILI	15+	Bundesweit	2012-W41	941
2674	2012/13	ILI	00+	Bundesweit	2012-W41	1117
617	2012/13	ILI	0-14	Bundesweit	2012-W41	2284
174	2012/13	ARE	0-4	Bundesweit	2012-W42	13388
450	2012/13	ARE	5-14	Bundesweit	2012-W42	8983
445	2012/13	ARE	15-34	Bundesweit	2012-W42	8701
1293	2012/13	ARE	35-59	Bundesweit	2012-W42	6223
333	2012/13	ARE	60+	Bundesweit	2012-W42	5751
637	2012/13	ARE	00+	Sueden	2012-W42	8825
970	2012/13	ARE	00+	Mitte (West)	2012-W42	7793
405	2012/13	ARE	00+	Norden (West)	2012-W42	5276
683	2012/13	ARE	00+	Osten	2012-W42	6028
2071	2012/13	ARE	15+	Bundesweit	2012-W42	6747
2695	2012/13	ARE	00+	Bundesweit	2012-W42	7219
624	2012/13	ARE	0-14	Bundesweit	2012-W42	10355
174	2012/13	ILI	0-4	Bundesweit	2012-W42	4792
450	2012/13	ILI	5-14	Bundesweit	2012-W42	2624
445	2012/13	ILI	15-34	Bundesweit	2012-W42	1570
1293	2012/13	ILI	35-59	Bundesweit	2012-W42	758
333	2012/13	ILI	60+	Bundesweit	2012-W42	289
637	2012/13	ILI	00+	Sueden	2012-W42	1937
970	2012/13	ILI	00+	Mitte (West)	2012-W42	977
405	2012/13	ILI	00+	Norden (West)	2012-W42	990
683	2012/13	ILI	00+	Osten	2012-W42	773
2071	2012/13	ILI	15+	Bundesweit	2012-W42	835
2695	2012/13	ILI	00+	Bundesweit	2012-W42	1158
624	2012/13	ILI	0-14	Bundesweit	2012-W42	3299
182	2012/13	ARE	0-4	Bundesweit	2012-W43	12300
465	2012/13	ARE	5-14	Bundesweit	2012-W43	11462
461	2012/13	ARE	15-34	Bundesweit	2012-W43	6320
1345	2012/13	ARE	35-59	Bundesweit	2012-W43	6273
342	2012/13	ARE	60+	Bundesweit	2012-W43	3537
667	2012/13	ARE	00+	Sueden	2012-W43	6175
1000	2012/13	ARE	00+	Mitte (West)	2012-W43	6587
421	2012/13	ARE	00+	Norden (West)	2012-W43	5046
707	2012/13	ARE	00+	Osten	2012-W43	6723
2148	2012/13	ARE	15+	Bundesweit	2012-W43	5462
2795	2012/13	ARE	00+	Bundesweit	2012-W43	6287
647	2012/13	ARE	0-14	Bundesweit	2012-W43	11723
182	2012/13	ILI	0-4	Bundesweit	2012-W43	4188
465	2012/13	ILI	5-14	Bundesweit	2012-W43	1810
461	2012/13	ILI	15-34	Bundesweit	2012-W43	1151
1345	2012/13	ILI	35-59	Bundesweit	2012-W43	809
342	2012/13	ILI	60+	Bundesweit	2012-W43	454
667	2012/13	ILI	00+	Sueden	2012-W43	1097
1000	2012/13	ILI	00+	Mitte (West)	2012-W43	863
421	2012/13	ILI	00+	Norden (West)	2012-W43	1149
707	2012/13	ILI	00+	Osten	2012-W43	1116
2148	2012/13	ILI	15+	Bundesweit	2012-W43	795
2795	2012/13	ILI	00+	Bundesweit	2012-W43	1026
647	2012/13	ILI	0-14	Bundesweit	2012-W43	2551
179	2012/13	ARE	0-4	Bundesweit	2012-W44	11946
462	2012/13	ARE	5-14	Bundesweit	2012-W44	7491
460	2012/13	ARE	15-34	Bundesweit	2012-W44	9008
1329	2012/13	ARE	35-59	Bundesweit	2012-W44	4921
353	2012/13	ARE	60+	Bundesweit	2012-W44	3992
656	2012/13	ARE	00+	Sueden	2012-W44	6598
998	2012/13	ARE	00+	Mitte (West)	2012-W44	5837
423	2012/13	ARE	00+	Norden (West)	2012-W44	7194
706	2012/13	ARE	00+	Osten	2012-W44	5576
2142	2012/13	ARE	15+	Bundesweit	2012-W44	5740
2783	2012/13	ARE	00+	Bundesweit	2012-W44	6161
641	2012/13	ARE	0-14	Bundesweit	2012-W44	8904
179	2012/13	ILI	0-4	Bundesweit	2012-W44	1721
462	2012/13	ILI	5-14	Bundesweit	2012-W44	1691
460	2012/13	ILI	15-34	Bundesweit	2012-W44	1769
1329	2012/13	ILI	35-59	Bundesweit	2012-W44	922
353	2012/13	ILI	60+	Bundesweit	2012-W44	660
656	2012/13	ILI	00+	Sueden	2012-W44	1007
998	2012/13	ILI	00+	Mitte (West)	2012-W44	512
423	2012/13	ILI	00+	Norden (West)	2012-W44	2335
706	2012/13	ILI	00+	Osten	2012-W44	1501
2142	2012/13	ILI	15+	Bundesweit	2012-W44	1071
2783	2012/13	ILI	00+	Bundesweit	2012-W44	1155
641	2012/13	ILI	0-14	Bundesweit	2012-W44	1701
185	2012/13	ARE	0-4	Bundesweit	2012-W45	14993
464	2012/13	ARE	5-14	Bundesweit	2012-W45	7122
455	2012/13	ARE	15-34	Bundesweit	2012-W45	6319
1346	2012/13	ARE	35-59	Bundesweit	2012-W45	5000
355	2012/13	ARE	60+	Bundesweit	2012-W45	4521
667	2012/13	ARE	00+	Sueden	2012-W45	5972
1011	2012/13	ARE	00+	Mitte (West)	2012-W45	5553
415	2012/13	ARE	00+	Norden (West)	2012-W45	4808
712	2012/13	ARE	00+	Osten	2012-W45	6517
2156	2012/13	ARE	15+	Bundesweit	2012-W45	5209
2805	2012/13	ARE	00+	Bundesweit	2012-W45	5786
649	2012/13	ARE	0-14	Bundesweit	2012-W45	9575
185	2012/13	ILI	0-4	Bundesweit	2012-W45	6278
464	2012/13	ILI	5-14	Bundesweit	2012-W45	1535
455	2012/13	ILI	15-34	Bundesweit	2012-W45	1757
1346	2012/13	ILI	35-59	Bundesweit	2012-W45	1057
355	2012/13	ILI	60+	Bundesweit	2012-W45	217
667	2012/13	ILI	00+	Sueden	2012-W45	1066
1011	2012/13	ILI	00+	Mitte (West)	2012-W45	1266
415	2012/13	ILI	00+	Norden (West)	2012-W45	1516
712	2012/13	ILI	00+	Osten	2012-W45	1285
2156	2012/13	ILI	15+	Bundesweit	2012-W45	992
2805	2012/13	ILI	00+	Bundesweit	2012-W45	1259
649	2012/13	ILI	0-14	Bundesweit	2012-W45	3013
179	2012/13	ARE	0-4	Bundesweit	2012-W46	17281
455	2012/13	ARE	5-14	Bundesweit	2012-W46	11133
452	2012/13	ARE	15-34	Bundesweit	2012-W46	9404
1329	2012/13	ARE	35-59	Bundesweit	2012-W46	5194
352	2012/13	ARE	60+	Bundesweit	2012-W46	4553
650	2012/13	ARE	00+	Sueden	2012-W46	6470
1004	2012/13	ARE	00+	Mitte (West)	2012-W46	7344
429	2012/13	ARE	00+	Norden (West)	2012-W46	8134
684	2012/13	ARE	00+	Osten	2012-W46	6421
2133	2012/13	ARE	15+	Bundesweit	2012-W46	6141
2767	2012/13	ARE	00+	Bundesweit	2012-W46	7037
634	2012/13	ARE	0-14	Bundesweit	2012-W46	13036
179	2012/13	ILI	0-4	Bundesweit	2012-W46	7334
455	2012/13	ILI	5-14	Bundesweit	2012-W46	3648
452	2012/13	ILI	15-34	Bundesweit	2012-W46	1400
1329	2012/13	ILI	35-59	Bundesweit	2012-W46	1010
352	2012/13	ILI	60+	Bundesweit	2012-W46	207
650	2012/13	ILI	00+	Sueden	2012-W46	1260
1004	2012/13	ILI	00+	Mitte (West)	2012-W46	1276
429	2012/13	ILI	00+	Norden (West)	2012-W46	1253
684	2012/13	ILI	00+	Osten	2012-W46	1747
2133	2012/13	ILI	15+	Bundesweit	2012-W46	874
2767	2012/13	ILI	00+	Bundesweit	2012-W46	1382
634	2012/13	ILI	0-14	Bundesweit	2012-W46	4789
186	2012/13	ARE	0-4	Bundesweit	2012-W47	18351
455	2012/13	ARE	5-14	Bundesweit	2012-W47	9681
454	2012/13	ARE	15-34	Bundesweit	2012-W47	6903
1332	2012/13	ARE	35-59	Bundesweit	2012-W47	6375
351	2012/13	ARE	60+	Bundesweit	2012-W47	5478
648	2012/13	ARE	00+	Sueden	2012-W47	7185
996	2012/13	ARE	00+	Mitte (West)	2012-W47	9063
434	2012/13	ARE	00+	Norden (West)	2012-W47	4360
700	2012/13	ARE	00+	Osten	2012-W47	5696
2137	2012/13	ARE	15+	Bundesweit	2012-W47	6246
2778	2012/13	ARE	00+	Bundesweit	2012-W47	7048
641	2012/13	ARE	0-14	Bundesweit	2012-W47	12364
186	2012/13	ILI	0-4	Bundesweit	2012-W47	6488
455	2012/13	ILI	5-14	Bundesweit	2012-W47	3137
454	2012/13	ILI	15-34	Bundesweit	2012-W47	509
1332	2012/13	ILI	35-59	Bundesweit	2012-W47	1125
351	2012/13	ILI	60+	Bundesweit	2012-W47	784
648	2012/13	ILI	00+	Sueden	2012-W47	1612
996	2012/13	ILI	00+	Mitte (West)	2012-W47	1399
434	2012/13	ILI	00+	Norden (West)	2012-W47	894
700	2012/13	ILI	00+	Osten	2012-W47	1081
2137	2012/13	ILI	15+	Bundesweit	2012-W47	857
2778	2012/13	ILI	00+	Bundesweit	2012-W47	1291
641	2012/13	ILI	0-14	Bundesweit	2012-W47	4174
186	2012/13	ARE	0-4	Bundesweit	2012-W48	9761
466	2012/13	ARE	5-14	Bundesweit	2012-W48	7765
464	2012/13	ARE	15-34	Bundesweit	2012-W48	7969
1352	2012/13	ARE	35-59	Bundesweit	2012-W48	5849
352	2012/13	ARE	60+	Bundesweit	2012-W48	4552
670	2012/13	ARE	00+	Sueden	2012-W48	7489
1002	2012/13	ARE	00+	Mitte (West)	2012-W48	7071
444	2012/13	ARE	00+	Norden (West)	2012-W48	5426
704	2012/13	ARE	00+	Osten	2012-W48	4769
2168	2012/13	ARE	15+	Bundesweit	2012-W48	6033
2820	2012/13	ARE	00+	Bundesweit	2012-W48	6343
652	2012/13	ARE	0-14	Bundesweit	2012-W48	8378
186	2012/13	ILI	0-4	Bundesweit	2012-W48	3188
466	2012/13	ILI	5-14	Bundesweit	2012-W48	2829
464	2012/13	ILI	15-34	Bundesweit	2012-W48	572
1352	2012/13	ILI	35-59	Bundesweit	2012-W48	466
352	2012/13	ILI	60+	Bundesweit	2012-W48	589
670	2012/13	ILI	00+	Sueden	2012-W48	986
1002	2012/13	ILI	00+	Mitte (West)	2012-W48	577
444	2012/13	ILI	00+	Norden (West)	2012-W48	1569
704	2012/13	ILI	00+	Osten	2012-W48	648
2168	2012/13	ILI	15+	Bundesweit	2012-W48	531
2820	2012/13	ILI	00+	Bundesweit	2012-W48	850
652	2012/13	ILI	0-14	Bundesweit	2012-W48	2939
183	2012/13	ARE	0-4	Bundesweit	2012-W49	19360
476	2012/13	ARE	5-14	Bundesweit	2012-W49	10869
459	2012/13	ARE	15-34	Bundesweit	2012-W49	7215
1349	2012/13	ARE	35-59	Bundesweit	2012-W49	4744
349	2012/13	ARE	60+	Bundesweit	2012-W49	4711
662	2012/13	ARE	00+	Sueden	2012-W49	6502
1013	2012/13	ARE	00+	Mitte (West)	2012-W49	7102
444	2012/13	ARE	00+	Norden (West)	2012-W49	4377
697	2012/13	ARE	00+	Osten	2012-W49	6891
2157	2012/13	ARE	15+	Bundesweit	2012-W49	5407
2816	2012/13	ARE	00+	Bundesweit	2012-W49	6482
659	2012/13	ARE	0-14	Bundesweit	2012-W49	13521
183	2012/13	ILI	0-4	Bundesweit	2012-W49	4278
476	2012/13	ILI	5-14	Bundesweit	2012-W49	3169
459	2012/13	ILI	15-34	Bundesweit	2012-W49	372
1349	2012/13	ILI	35-59	Bundesweit	2012-W49	1265
349	2012/13	ILI	60+	Bundesweit	2012-W49	536
662	2012/13	ILI	00+	Sueden	2012-W49	1348
1013	2012/13	ILI	00+	Mitte (West)	2012-W49	955
444	2012/13	ILI	00+	Norden (West)	2012-W49	1539
697	2012/13	ILI	00+	Osten	2012-W49	1054
2157	2012/13	ILI	15+	Bundesweit	2012-W49	805
2816	2012/13	ILI	00+	Bundesweit	2012-W49	1164
659	2012/13	ILI	0-14	Bundesweit	2012-W49	3515
192	2012/13	ARE	0-4	Bundesweit	2012-W50	20217
485	2012/13	ARE	5-14	Bundesweit	2012-W50	9691
465	2012/13	ARE	15-34	Bundesweit	2012-W50	11112
1364	2012/13	ARE	35-59	Bundesweit	2012-W50	7290
351	2012/13	ARE	60+	Bundesweit	2012-W50	3630
667	2012/13	ARE	00+	Sueden	2012-W50	7837
1036	2012/13	ARE	00+	Mitte (West)	2012-W50	7267
440	2012/13	ARE	00+	Norden (West)	2012-W50	10580
714	2012/13	ARE	00+	Osten	2012-W50	7592
2180	2012/13	ARE	15+	Bundesweit	2012-W50	7241
2857	2012/13	ARE	00+	Bundesweit	2012-W50	7993
677	2012/13	ARE	0-14	Bundesweit	2012-W50	12972
192	2012/13	ILI	0-4	Bundesweit	2012-W50	7059
485	2012/13	ILI	5-14	Bundesweit	2012-W50	3826
465	2012/13	ILI	15-34	Bundesweit	2012-W50	1321
1364	2012/13	ILI	35-59	Bundesweit	2012-W50	1697
351	2012/13	ILI	60+	Bundesweit	2012-W50	376
667	2012/13	ILI	00+	Sueden	2012-W50	1614
1036	2012/13	ILI	00+	Mitte (West)	2012-W50	1187
440	2012/13	ILI	00+	Norden (West)	2012-W50	2956
714	2012/13	ILI	00+	Osten	2012-W50	1661
2180	2012/13	ILI	15+	Bundesweit	2012-W50	1201
2857	2012/13	ILI	00+	Bundesweit	2012-W50	1678
677	2012/13	ILI	0-14	Bundesweit	2012-W50	4834
190	2012/13	ARE	0-4	Bundesweit	2012-W51	14820
466	2012/13	ARE	5-14	Bundesweit	2012-W51	9667
474	2012/13	ARE	15-34	Bundesweit	2012-W51	6233
1340	2012/13	ARE	35-59	Bundesweit	2012-W51	6337
355	2012/13	ARE	60+	Bundesweit	2012-W51	5985
661	2012/13	ARE	00+	Sueden	2012-W51	5383
1021	2012/13	ARE	00+	Mitte (West)	2012-W51	7441
447	2012/13	ARE	00+	Norden (West)	2012-W51	4813
696	2012/13	ARE	00+	Osten	2012-W51	8804
2169	2012/13	ARE	15+	Bundesweit	2012-W51	6203
2825	2012/13	ARE	00+	Bundesweit	2012-W51	6869
656	2012/13	ARE	0-14	Bundesweit	2012-W51	11266
190	2012/13	ILI	0-4	Bundesweit	2012-W51	7829
466	2012/13	ILI	5-14	Bundesweit	2012-W51	3988
474	2012/13	ILI	15-34	Bundesweit	2012-W51	2624
1340	2012/13	ILI	35-59	Bundesweit	2012-W51	1299
355	2012/13	ILI	60+	Bundesweit	2012-W51	967
661	2012/13	ILI	00+	Sueden	2012-W51	1763
1021	2012/13	ILI	00+	Mitte (West)	2012-W51	2202
447	2012/13	ILI	00+	Norden (West)	2012-W51	930
696	2012/13	ILI	00+	Osten	2012-W51	2770
2169	2012/13	ILI	15+	Bundesweit	2012-W51	1557
2825	2012/13	ILI	00+	Bundesweit	2012-W51	2034
656	2012/13	ILI	0-14	Bundesweit	2012-W51	5180
197	2012/13	ARE	0-4	Bundesweit	2012-W52	10145
467	2012/13	ARE	5-14	Bundesweit	2012-W52	6468
476	2012/13	ARE	15-34	Bundesweit	2012-W52	7120
1354	2012/13	ARE	35-59	Bundesweit	2012-W52	6601
354	2012/13	ARE	60+	Bundesweit	2012-W52	5412
662	2012/13	ARE	00+	Sueden	2012-W52	6744
1029	2012/13	ARE	00+	Mitte (West)	2012-W52	6679
444	2012/13	ARE	00+	Norden (West)	2012-W52	3503
713	2012/13	ARE	00+	Osten	2012-W52	8149
2184	2012/13	ARE	15+	Bundesweit	2012-W52	6388
2848	2012/13	ARE	00+	Bundesweit	2012-W52	6553
664	2012/13	ARE	0-14	Bundesweit	2012-W52	7629
197	2012/13	ILI	0-4	Bundesweit	2012-W52	4703
467	2012/13	ILI	5-14	Bundesweit	2012-W52	2157
476	2012/13	ILI	15-34	Bundesweit	2012-W52	1151
1354	2012/13	ILI	35-59	Bundesweit	2012-W52	1835
354	2012/13	ILI	60+	Bundesweit	2012-W52	820
662	2012/13	ILI	00+	Sueden	2012-W52	1503
1029	2012/13	ILI	00+	Mitte (West)	2012-W52	1246
444	2012/13	ILI	00+	Norden (West)	2012-W52	1163
713	2012/13	ILI	00+	Osten	2012-W52	2337
2184	2012/13	ILI	15+	Bundesweit	2012-W52	1346
2848	2012/13	ILI	00+	Bundesweit	2012-W52	1560
664	2012/13	ILI	0-14	Bundesweit	2012-W52	2961
148	2012/13	ARE	0-4	Bundesweit	2013-W01	5716
507	2012/13	ARE	5-14	Bundesweit	2013-W01	3563
480	2012/13	ARE	15-34	Bundesweit	2013-W01	5206
1391	2012/13	ARE	35-59	Bundesweit	2013-W01	6194
391	2012/13	ARE	60+	Bundesweit	2013-W01	4171
687	2012/13	ARE	00+	Sueden	2013-W01	6645
1041	2012/13	ARE	00+	Mitte (West)	2013-W01	3789
464	2012/13	ARE	00+	Norden (West)	2013-W01	5723
725	2012/13	ARE	00+	Osten	2013-W01	5396
2262	2012/13	ARE	15+	Bundesweit	2013-W01	5311
2917	2012/13	ARE	00+	Bundesweit	2013-W01	5170
655	2012/13	ARE	0-14	Bundesweit	2013-W01	4248
148	2012/13	ILI	0-4	Bundesweit	2013-W01	1789
507	2012/13	ILI	5-14	Bundesweit	2013-W01	212
480	2012/13	ILI	15-34	Bundesweit	2013-W01	988
1391	2012/13	ILI	35-59	Bundesweit	2013-W01	1661
391	2012/13	ILI	60+	Bundesweit	2013-W01	298
687	2012/13	ILI	00+	Sueden	2013-W01	1188
1041	2012/13	ILI	00+	Mitte (West)	2013-W01	684
464	2012/13	ILI	00+	Norden (West)	2013-W01	1463
725	2012/13	ILI	00+	Osten	2013-W01	1048
2262	2012/13	ILI	15+	Bundesweit	2013-W01	1064
2917	2012/13	ILI	00+	Bundesweit	2013-W01	1018
655	2012/13	ILI	0-14	Bundesweit	2013-W01	713
171	2012/13	ARE	0-4	Bundesweit	2013-W02	13420
524	2012/13	ARE	5-14	Bundesweit	2013-W02	7465
506	2012/13	ARE	15-34	Bundesweit	2013-W02	5999
1464	2012/13	ARE	35-59	Bundesweit	2013-W02	3997
410	2012/13	ARE	60+	Bundesweit	2013-W02	3612
715	2012/13	ARE	00+	Sueden	2013-W02	6338
1103	2012/13	ARE	00+	Mitte (West)	2013-W02	4773
523	2012/13	ARE	00+	Norden (West)	2013-W02	6656
734	2012/13	ARE	00+	Osten	2013-W02	3145
2380	2012/13	ARE	15+	Bundesweit	2013-W02	4426
3075	2012/13	ARE	00+	Bundesweit	2013-W02	5080
695	2012/13	ARE	0-14	Bundesweit	2013-W02	9351
171	2012/13	ILI	0-4	Bundesweit	2013-W02	5952
524	2012/13	ILI	5-14	Bundesweit	2013-W02	2279
506	2012/13	ILI	15-34	Bundesweit	2013-W02	1785
1464	2012/13	ILI	35-59	Bundesweit	2013-W02	972
410	2012/13	ILI	60+	Bundesweit	2013-W02	718
715	2012/13	ILI	00+	Sueden	2013-W02	1581
1103	2012/13	ILI	00+	Mitte (West)	2013-W02	1159
523	2012/13	ILI	00+	Norden (West)	2013-W02	3176
734	2012/13	ILI	00+	Osten	2013-W02	403
2380	2012/13	ILI	15+	Bundesweit	2013-W02	1117
3075	2012/13	ILI	00+	Bundesweit	2013-W02	1425
