Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
2016	2017/18	ARE	00+	Mitte (West)	2018-W35	4106
1085	2017/18	ARE	00+	Norden (West)	2018-W35	4358
1103	2017/18	ARE	00+	Osten	2018-W35	3761
4353	2017/18	ARE	15+	Bundesweit	2018-W35	3114
5529	2017/18	ARE	00+	Bundesweit	2018-W35	3791
1176	2017/18	ARE	0-14	Bundesweit	2018-W35	8124
248	2017/18	ILI	0-4	Bundesweit	2018-W35	2879
928	2017/18	ILI	5-14	Bundesweit	2018-W35	952
760	2017/18	ILI	15-34	Bundesweit	2018-W35	461
2534	2017/18	ILI	35-59	Bundesweit	2018-W35	514
1059	2017/18	ILI	60+	Bundesweit	2018-W35	197
1325	2017/18	ILI	00+	Sueden	2018-W35	403
2016	2017/18	ILI	00+	Mitte (West)	2018-W35	684
1085	2017/18	ILI	00+	Norden (West)	2018-W35	250
1103	2017/18	ILI	00+	Osten	2018-W35	838
4353	2017/18	ILI	15+	Bundesweit	2018-W35	397
5529	2017/18	ILI	00+	Bundesweit	2018-W35	562
1176	2017/18	ILI	0-14	Bundesweit	2018-W35	1617
242	2017/18	ARE	0-4	Bundesweit	2018-W36	12536
945	2017/18	ARE	5-14	Bundesweit	2018-W36	6454
768	2017/18	ARE	15-34	Bundesweit	2018-W36	7215
2557	2017/18	ARE	35-59	Bundesweit	2018-W36	4379
1066	2017/18	ARE	60+	Bundesweit	2018-W36	2830
1350	2017/18	ARE	00+	Sueden	2018-W36	3276
2021	2017/18	ARE	00+	Mitte (West)	2018-W36	6120
1077	2017/18	ARE	00+	Norden (West)	2018-W36	5145
1130	2017/18	ARE	00+	Osten	2018-W36	5757
4391	2017/18	ARE	15+	Bundesweit	2018-W36	4643
5578	2017/18	ARE	00+	Bundesweit	2018-W36	5168
1187	2017/18	ARE	0-14	Bundesweit	2018-W36	8533
242	2017/18	ILI	0-4	Bundesweit	2018-W36	3322
945	2017/18	ILI	5-14	Bundesweit	2018-W36	949
768	2017/18	ILI	15-34	Bundesweit	2018-W36	1730
2557	2017/18	ILI	35-59	Bundesweit	2018-W36	925
1066	2017/18	ILI	60+	Bundesweit	2018-W36	606
1350	2017/18	ILI	00+	Sueden	2018-W36	594
2021	2017/18	ILI	00+	Mitte (West)	2018-W36	1427
1077	2017/18	ILI	00+	Norden (West)	2018-W36	1279
1130	2017/18	ILI	00+	Osten	2018-W36	1130
4391	2017/18	ILI	15+	Bundesweit	2018-W36	1039
5578	2017/18	ILI	00+	Bundesweit	2018-W36	1136
1187	2017/18	ILI	0-14	Bundesweit	2018-W36	1760
233	2017/18	ARE	0-4	Bundesweit	2018-W37	18580
937	2017/18	ARE	5-14	Bundesweit	2018-W37	7396
767	2017/18	ARE	15-34	Bundesweit	2018-W37	7119
2570	2017/18	ARE	35-59	Bundesweit	2018-W37	4801
1062	2017/18	ARE	60+	Bundesweit	2018-W37	1712
1361	2017/18	ARE	00+	Sueden	2018-W37	4266
2025	2017/18	ARE	00+	Mitte (West)	2018-W37	5763
1069	2017/18	ARE	00+	Norden (West)	2018-W37	6200
1114	2017/18	ARE	00+	Osten	2018-W37	5103
4399	2017/18	ARE	15+	Bundesweit	2018-W37	4427
5569	2017/18	ARE	00+	Bundesweit	2018-W37	5347
1170	2017/18	ARE	0-14	Bundesweit	2018-W37	11244
233	2017/18	ILI	0-4	Bundesweit	2018-W37	4052
937	2017/18	ILI	5-14	Bundesweit	2018-W37	2041
767	2017/18	ILI	15-34	Bundesweit	2018-W37	894
2570	2017/18	ILI	35-59	Bundesweit	2018-W37	654
1062	2017/18	ILI	60+	Bundesweit	2018-W37	68
1361	2017/18	ILI	00+	Sueden	2018-W37	606
2025	2017/18	ILI	00+	Mitte (West)	2018-W37	1102
1069	2017/18	ILI	00+	Norden (West)	2018-W37	899
1114	2017/18	ILI	00+	Osten	2018-W37	529
4399	2017/18	ILI	15+	Bundesweit	2018-W37	529
5569	2017/18	ILI	00+	Bundesweit	2018-W37	827
1170	2017/18	ILI	0-14	Bundesweit	2018-W37	2733
238	2017/18	ARE	0-4	Bundesweit	2018-W38	13108
938	2017/18	ARE	5-14	Bundesweit	2018-W38	8119
761	2017/18	ARE	15-34	Bundesweit	2018-W38	6824
2576	2017/18	ARE	35-59	Bundesweit	2018-W38	4995
1070	2017/18	ARE	60+	Bundesweit	2018-W38	3029
1360	2017/18	ARE	00+	Sueden	2018-W38	6899
2035	2017/18	ARE	00+	Mitte (West)	2018-W38	5625
1082	2017/18	ARE	00+	Norden (West)	2018-W38	4904
1106	2017/18	ARE	00+	Osten	2018-W38	4203
4407	2017/18	ARE	15+	Bundesweit	2018-W38	4857
5583	2017/18	ARE	00+	Bundesweit	2018-W38	5516
1176	2017/18	ARE	0-14	Bundesweit	2018-W38	9799
238	2017/18	ILI	0-4	Bundesweit	2018-W38	5018
938	2017/18	ILI	5-14	Bundesweit	2018-W38	1760
761	2017/18	ILI	15-34	Bundesweit	2018-W38	907
2576	2017/18	ILI	35-59	Bundesweit	2018-W38	792
1070	2017/18	ILI	60+	Bundesweit	2018-W38	612
1360	2017/18	ILI	00+	Sueden	2018-W38	1524
2035	2017/18	ILI	00+	Mitte (West)	2018-W38	756
1082	2017/18	ILI	00+	Norden (West)	2018-W38	483
1106	2017/18	ILI	00+	Osten	2018-W38	1530
4407	2017/18	ILI	15+	Bundesweit	2018-W38	765
5583	2017/18	ILI	00+	Bundesweit	2018-W38	1044
1176	2017/18	ILI	0-14	Bundesweit	2018-W38	2857
240	2017/18	ARE	0-4	Bundesweit	2018-W39	12277
940	2017/18	ARE	5-14	Bundesweit	2018-W39	8389
745	2017/18	ARE	15-34	Bundesweit	2018-W39	6298
2576	2017/18	ARE	35-59	Bundesweit	2018-W39	4845
1075	2017/18	ARE	60+	Bundesweit	2018-W39	3057
1380	2017/18	ARE	00+	Sueden	2018-W39	6849
2032	2017/18	ARE	00+	Mitte (West)	2018-W39	4683
1064	2017/18	ARE	00+	Norden (West)	2018-W39	4980
1100	2017/18	ARE	00+	Osten	2018-W39	5017
4396	2017/18	ARE	15+	Bundesweit	2018-W39	4660
5576	2017/18	ARE	00+	Bundesweit	2018-W39	5341
1180	2017/18	ARE	0-14	Bundesweit	2018-W39	9722
240	2017/18	ILI	0-4	Bundesweit	2018-W39	1996
940	2017/18	ILI	5-14	Bundesweit	2018-W39	1990
745	2017/18	ILI	15-34	Bundesweit	2018-W39	1003
2576	2017/18	ILI	35-59	Bundesweit	2018-W39	782
1075	2017/18	ILI	60+	Bundesweit	2018-W39	618
1380	2017/18	ILI	00+	Sueden	2018-W39	1554
2032	2017/18	ILI	00+	Mitte (West)	2018-W39	732
1064	2017/18	ILI	00+	Norden (West)	2018-W39	761
1100	2017/18	ILI	00+	Osten	2018-W39	781
4396	2017/18	ILI	15+	Bundesweit	2018-W39	789
5576	2017/18	ILI	00+	Bundesweit	2018-W39	951
1180	2017/18	ILI	0-14	Bundesweit	2018-W39	1992
244	2018/19	ARE	0-4	Bundesweit	2018-W40	10390
922	2018/19	ARE	5-14	Bundesweit	2018-W40	6376
754	2018/19	ARE	15-34	Bundesweit	2018-W40	4808
2572	2018/19	ARE	35-59	Bundesweit	2018-W40	5711
1068	2018/19	ARE	60+	Bundesweit	2018-W40	4199
1366	2018/19	ARE	00+	Sueden	2018-W40	6439
2011	2018/19	ARE	00+	Mitte (West)	2018-W40	4989
1082	2018/19	ARE	00+	Norden (West)	2018-W40	4416
1101	2018/19	ARE	00+	Osten	2018-W40	5581
4394	2018/19	ARE	15+	Bundesweit	2018-W40	4978
5560	2018/19	ARE	00+	Bundesweit	2018-W40	5351
1166	2018/19	ARE	0-14	Bundesweit	2018-W40	7759
244	2018/19	ILI	0-4	Bundesweit	2018-W40	1275
922	2018/19	ILI	5-14	Bundesweit	2018-W40	1590
754	2018/19	ILI	15-34	Bundesweit	2018-W40	987
2572	2018/19	ILI	35-59	Bundesweit	2018-W40	902
1068	2018/19	ILI	60+	Bundesweit	2018-W40	751
1366	2018/19	ILI	00+	Sueden	2018-W40	1204
2011	2018/19	ILI	00+	Mitte (West)	2018-W40	808
1082	2018/19	ILI	00+	Norden (West)	2018-W40	882
1101	2018/19	ILI	00+	Osten	2018-W40	1000
4394	2018/19	ILI	15+	Bundesweit	2018-W40	876
5560	2018/19	ILI	00+	Bundesweit	2018-W40	958
1166	2018/19	ILI	0-14	Bundesweit	2018-W40	1482
245	2018/19	ARE	0-4	Bundesweit	2018-W41	12410
904	2018/19	ARE	5-14	Bundesweit	2018-W41	4711
730	2018/19	ARE	15-34	Bundesweit	2018-W41	7119
2499	2018/19	ARE	35-59	Bundesweit	2018-W41	4420
1060	2018/19	ARE	60+	Bundesweit	2018-W41	2778
1353	2018/19	ARE	00+	Sueden	2018-W41	5868
1949	2018/19	ARE	00+	Mitte (West)	2018-W41	3960
1054	2018/19	ARE	00+	Norden (West)	2018-W41	5242
1082	2018/19	ARE	00+	Osten	2018-W41	5503
4289	2018/19	ARE	15+	Bundesweit	2018-W41	4615
5438	2018/19	ARE	00+	Bundesweit	2018-W41	4990
1149	2018/19	ARE	0-14	Bundesweit	2018-W41	7384
245	2018/19	ILI	0-4	Bundesweit	2018-W41	2260
904	2018/19	ILI	5-14	Bundesweit	2018-W41	1058
730	2018/19	ILI	15-34	Bundesweit	2018-W41	1310
2499	2018/19	ILI	35-59	Bundesweit	2018-W41	1058
1060	2018/19	ILI	60+	Bundesweit	2018-W41	178
1353	2018/19	ILI	00+	Sueden	2018-W41	917
1949	2018/19	ILI	00+	Mitte (West)	2018-W41	868
1054	2018/19	ILI	00+	Norden (West)	2018-W41	925
1082	2018/19	ILI	00+	Osten	2018-W41	1048
4289	2018/19	ILI	15+	Bundesweit	2018-W41	841
5438	2018/19	ILI	00+	Bundesweit	2018-W41	927
1149	2018/19	ILI	0-14	Bundesweit	2018-W41	1475
229	2018/19	ARE	0-4	Bundesweit	2018-W42	8883
851	2018/19	ARE	5-14	Bundesweit	2018-W42	6558
678	2018/19	ARE	15-34	Bundesweit	2018-W42	6086
2362	2018/19	ARE	35-59	Bundesweit	2018-W42	5102
1013	2018/19	ARE	60+	Bundesweit	2018-W42	3507
1268	2018/19	ARE	00+	Sueden	2018-W42	6547
1844	2018/19	ARE	00+	Mitte (West)	2018-W42	3606
1010	2018/19	ARE	00+	Norden (West)	2018-W42	5274
1011	2018/19	ARE	00+	Osten	2018-W42	6339
4053	2018/19	ARE	15+	Bundesweit	2018-W42	4854
5133	2018/19	ARE	00+	Bundesweit	2018-W42	5195
1080	2018/19	ARE	0-14	Bundesweit	2018-W42	7360
229	2018/19	ILI	0-4	Bundesweit	2018-W42	3261
851	2018/19	ILI	5-14	Bundesweit	2018-W42	1482
678	2018/19	ILI	15-34	Bundesweit	2018-W42	1368
2362	2018/19	ILI	35-59	Bundesweit	2018-W42	857
1013	2018/19	ILI	60+	Bundesweit	2018-W42	245
1268	2018/19	ILI	00+	Sueden	2018-W42	1296
1844	2018/19	ILI	00+	Mitte (West)	2018-W42	660
1010	2018/19	ILI	00+	Norden (West)	2018-W42	1148
1011	2018/19	ILI	00+	Osten	2018-W42	974
4053	2018/19	ILI	15+	Bundesweit	2018-W42	798
5133	2018/19	ILI	00+	Bundesweit	2018-W42	974
1080	2018/19	ILI	0-14	Bundesweit	2018-W42	2096
198	2018/19	ARE	0-4	Bundesweit	2018-W43	11584
679	2018/19	ARE	5-14	Bundesweit	2018-W43	8462
579	2018/19	ARE	15-34	Bundesweit	2018-W43	6921
1989	2018/19	ARE	35-59	Bundesweit	2018-W43	5711
906	2018/19	ARE	60+	Bundesweit	2018-W43	3852
1039	2018/19	ARE	00+	Sueden	2018-W43	7361
1610	2018/19	ARE	00+	Mitte (West)	2018-W43	5603
861	2018/19	ARE	00+	Norden (West)	2018-W43	6435
841	2018/19	ARE	00+	Osten	2018-W43	4609
3474	2018/19	ARE	15+	Bundesweit	2018-W43	5439
4351	2018/19	ARE	00+	Bundesweit	2018-W43	5997
877	2018/19	ARE	0-14	Bundesweit	2018-W43	9545
198	2018/19	ILI	0-4	Bundesweit	2018-W43	3502
679	2018/19	ILI	5-14	Bundesweit	2018-W43	2238
579	2018/19	ILI	15-34	Bundesweit	2018-W43	980
1989	2018/19	ILI	35-59	Bundesweit	2018-W43	722
906	2018/19	ILI	60+	Bundesweit	2018-W43	534
1039	2018/19	ILI	00+	Sueden	2018-W43	1686
1610	2018/19	ILI	00+	Mitte (West)	2018-W43	803
861	2018/19	ILI	00+	Norden (West)	2018-W43	836
841	2018/19	ILI	00+	Osten	2018-W43	674
3474	2018/19	ILI	15+	Bundesweit	2018-W43	731
4351	2018/19	ILI	00+	Bundesweit	2018-W43	996
877	2018/19	ILI	0-14	Bundesweit	2018-W43	2676
181	2018/19	ARE	0-4	Bundesweit	2018-W44	8337
709	2018/19	ARE	5-14	Bundesweit	2018-W44	2312
604	2018/19	ARE	15-34	Bundesweit	2018-W44	3957
1943	2018/19	ARE	35-59	Bundesweit	2018-W44	1969
725	2018/19	ARE	60+	Bundesweit	2018-W44	2283
1025	2018/19	ARE	00+	Sueden	2018-W44	2608
1522	2018/19	ARE	00+	Mitte (West)	2018-W44	2769
797	2018/19	ARE	00+	Norden (West)	2018-W44	2889
818	2018/19	ARE	00+	Osten	2018-W44	3249
3272	2018/19	ARE	15+	Bundesweit	2018-W44	2607
4162	2018/19	ARE	00+	Bundesweit	2018-W44	2847
890	2018/19	ARE	0-14	Bundesweit	2018-W44	4391
181	2018/19	ILI	0-4	Bundesweit	2018-W44	5018
709	2018/19	ILI	5-14	Bundesweit	2018-W44	981
604	2018/19	ILI	15-34	Bundesweit	2018-W44	1084
1943	2018/19	ILI	35-59	Bundesweit	2018-W44	334
725	2018/19	ILI	60+	Bundesweit	2018-W44	495
1025	2018/19	ILI	00+	Sueden	2018-W44	548
1522	2018/19	ILI	00+	Mitte (West)	2018-W44	893
797	2018/19	ILI	00+	Norden (West)	2018-W44	1437
818	2018/19	ILI	00+	Osten	2018-W44	469
3272	2018/19	ILI	15+	Bundesweit	2018-W44	588
4162	2018/19	ILI	00+	Bundesweit	2018-W44	829
890	2018/19	ILI	0-14	Bundesweit	2018-W44	2374
208	2018/19	ARE	0-4	Bundesweit	2018-W45	11579
829	2018/19	ARE	5-14	Bundesweit	2018-W45	4154
677	2018/19	ARE	15-34	Bundesweit	2018-W45	4525
2243	2018/19	ARE	35-59	Bundesweit	2018-W45	3214
844	2018/19	ARE	60+	Bundesweit	2018-W45	2310
1203	2018/19	ARE	00+	Sueden	2018-W45	3748
1740	2018/19	ARE	00+	Mitte (West)	2018-W45	3536
911	2018/19	ARE	00+	Norden (West)	2018-W45	4287
947	2018/19	ARE	00+	Osten	2018-W45	3584
3764	2018/19	ARE	15+	Bundesweit	2018-W45	3280
4801	2018/19	ARE	00+	Bundesweit	2018-W45	3741
1037	2018/19	ARE	0-14	Bundesweit	2018-W45	6686
208	2018/19	ILI	0-4	Bundesweit	2018-W45	6572
829	2018/19	ILI	5-14	Bundesweit	2018-W45	896
677	2018/19	ILI	15-34	Bundesweit	2018-W45	1058
2243	2018/19	ILI	35-59	Bundesweit	2018-W45	974
844	2018/19	ILI	60+	Bundesweit	2018-W45	209
1203	2018/19	ILI	00+	Sueden	2018-W45	687
1740	2018/19	ILI	00+	Mitte (West)	2018-W45	990
911	2018/19	ILI	00+	Norden (West)	2018-W45	1614
947	2018/19	ILI	00+	Osten	2018-W45	996
3764	2018/19	ILI	15+	Bundesweit	2018-W45	751
4801	2018/19	ILI	00+	Bundesweit	2018-W45	1033
1037	2018/19	ILI	0-14	Bundesweit	2018-W45	2832
219	2018/19	ARE	0-4	Bundesweit	2018-W46	13535
870	2018/19	ARE	5-14	Bundesweit	2018-W46	7863
698	2018/19	ARE	15-34	Bundesweit	2018-W46	6146
2368	2018/19	ARE	35-59	Bundesweit	2018-W46	4642
892	2018/19	ARE	60+	Bundesweit	2018-W46	3884
1260	2018/19	ARE	00+	Sueden	2018-W46	5902
1836	2018/19	ARE	00+	Mitte (West)	2018-W46	6033
957	2018/19	ARE	00+	Norden (West)	2018-W46	4641
994	2018/19	ARE	00+	Osten	2018-W46	4752
3958	2018/19	ARE	15+	Bundesweit	2018-W46	4806
5047	2018/19	ARE	00+	Bundesweit	2018-W46	5485
1089	2018/19	ARE	0-14	Bundesweit	2018-W46	9813
219	2018/19	ILI	0-4	Bundesweit	2018-W46	5813
870	2018/19	ILI	5-14	Bundesweit	2018-W46	2469
698	2018/19	ILI	15-34	Bundesweit	2018-W46	1172
2368	2018/19	ILI	35-59	Bundesweit	2018-W46	815
892	2018/19	ILI	60+	Bundesweit	2018-W46	428
1260	2018/19	ILI	00+	Sueden	2018-W46	1623
1836	2018/19	ILI	00+	Mitte (West)	2018-W46	979
957	2018/19	ILI	00+	Norden (West)	2018-W46	717
994	2018/19	ILI	00+	Osten	2018-W46	1391
3958	2018/19	ILI	15+	Bundesweit	2018-W46	788
5047	2018/19	ILI	00+	Bundesweit	2018-W46	1171
1089	2018/19	ILI	0-14	Bundesweit	2018-W46	3619
251	2018/19	ARE	0-4	Bundesweit	2018-W47	25582
978	2018/19	ARE	5-14	Bundesweit	2018-W47	11100
778	2018/19	ARE	15-34	Bundesweit	2018-W47	8405
2676	2018/19	ARE	35-59	Bundesweit	2018-W47	7653
1089	2018/19	ARE	60+	Bundesweit	2018-W47	4634
1442	2018/19	ARE	00+	Sueden	2018-W47	8444
2130	2018/19	ARE	00+	Mitte (West)	2018-W47	8458
1070	2018/19	ARE	00+	Norden (West)	2018-W47	8864
1130	2018/19	ARE	00+	Osten	2018-W47	6410
4543	2018/19	ARE	15+	Bundesweit	2018-W47	6888
5772	2018/19	ARE	00+	Bundesweit	2018-W47	8131
1229	2018/19	ARE	0-14	Bundesweit	2018-W47	16092
251	2018/19	ILI	0-4	Bundesweit	2018-W47	9553
978	2018/19	ILI	5-14	Bundesweit	2018-W47	3752
778	2018/19	ILI	15-34	Bundesweit	2018-W47	1945
2676	2018/19	ILI	35-59	Bundesweit	2018-W47	1262
1089	2018/19	ILI	60+	Bundesweit	2018-W47	559
1442	2018/19	ILI	00+	Sueden	2018-W47	2106
2130	2018/19	ILI	00+	Mitte (West)	2018-W47	1714
1070	2018/19	ILI	00+	Norden (West)	2018-W47	1879
1130	2018/19	ILI	00+	Osten	2018-W47	1671
4543	2018/19	ILI	15+	Bundesweit	2018-W47	1222
5772	2018/19	ILI	00+	Bundesweit	2018-W47	1834
1229	2018/19	ILI	0-14	Bundesweit	2018-W47	5752
246	2018/19	ARE	0-4	Bundesweit	2018-W48	14909
957	2018/19	ARE	5-14	Bundesweit	2018-W48	9132
746	2018/19	ARE	15-34	Bundesweit	2018-W48	8604
2613	2018/19	ARE	35-59	Bundesweit	2018-W48	5844
1086	2018/19	ARE	60+	Bundesweit	2018-W48	4713
1405	2018/19	ARE	00+	Sueden	2018-W48	7070
2071	2018/19	ARE	00+	Mitte (West)	2018-W48	5814
1068	2018/19	ARE	00+	Norden (West)	2018-W48	6990
1104	2018/19	ARE	00+	Osten	2018-W48	8439
4445	2018/19	ARE	15+	Bundesweit	2018-W48	6227
5648	2018/19	ARE	00+	Bundesweit	2018-W48	6862
1203	2018/19	ARE	0-14	Bundesweit	2018-W48	11080
246	2018/19	ILI	0-4	Bundesweit	2018-W48	6153
957	2018/19	ILI	5-14	Bundesweit	2018-W48	1913
746	2018/19	ILI	15-34	Bundesweit	2018-W48	856
2613	2018/19	ILI	35-59	Bundesweit	2018-W48	1028
1086	2018/19	ILI	60+	Bundesweit	2018-W48	771
1405	2018/19	ILI	00+	Sueden	2018-W48	1542
2071	2018/19	ILI	00+	Mitte (West)	2018-W48	1207
1068	2018/19	ILI	00+	Norden (West)	2018-W48	1123
1104	2018/19	ILI	00+	Osten	2018-W48	919
4445	2018/19	ILI	15+	Bundesweit	2018-W48	898
5648	2018/19	ILI	00+	Bundesweit	2018-W48	1218
1203	2018/19	ILI	0-14	Bundesweit	2018-W48	3343
239	2018/19	ARE	0-4	Bundesweit	2018-W49	21339
944	2018/19	ARE	5-14	Bundesweit	2018-W49	8844
748	2018/19	ARE	15-34	Bundesweit	2018-W49	6154
2595	2018/19	ARE	35-59	Bundesweit	2018-W49	7454
1076	2018/19	ARE	60+	Bundesweit	2018-W49	5145
1393	2018/19	ARE	00+	Sueden	2018-W49	8014
2053	2018/19	ARE	00+	Mitte (West)	2018-W49	6488
1058	2018/19	ARE	00+	Norden (West)	2018-W49	6677
1098	2018/19	ARE	00+	Osten	2018-W49	8254
4419	2018/19	ARE	15+	Bundesweit	2018-W49	6357
5602	2018/19	ARE	00+	Bundesweit	2018-W49	7247
1183	2018/19	ARE	0-14	Bundesweit	2018-W49	13044
239	2018/19	ILI	0-4	Bundesweit	2018-W49	7915
944	2018/19	ILI	5-14	Bundesweit	2018-W49	2537
748	2018/19	ILI	15-34	Bundesweit	2018-W49	2506
2595	2018/19	ILI	35-59	Bundesweit	2018-W49	1111
1076	2018/19	ILI	60+	Bundesweit	2018-W49	643
1393	2018/19	ILI	00+	Sueden	2018-W49	2054
2053	2018/19	ILI	00+	Mitte (West)	2018-W49	1430
1058	2018/19	ILI	00+	Norden (West)	2018-W49	1802
1098	2018/19	ILI	00+	Osten	2018-W49	1857
4419	2018/19	ILI	15+	Bundesweit	2018-W49	1338
5602	2018/19	ILI	00+	Bundesweit	2018-W49	1738
1183	2018/19	ILI	0-14	Bundesweit	2018-W49	4344
252	2018/19	ARE	0-4	Bundesweit	2018-W50	19738
938	2018/19	ARE	5-14	Bundesweit	2018-W50	10391
758	2018/19	ARE	15-34	Bundesweit	2018-W50	9114
2587	2018/19	ARE	35-59	Bundesweit	2018-W50	5692
1077	2018/19	ARE	60+	Bundesweit	2018-W50	4545
1386	2018/19	ARE	00+	Sueden	2018-W50	6832
2061	2018/19	ARE	00+	Mitte (West)	2018-W50	6225
1060	2018/19	ARE	00+	Norden (West)	2018-W50	8140
1105	2018/19	ARE	00+	Osten	2018-W50	8689
4422	2018/19	ARE	15+	Bundesweit	2018-W50	6255
5612	2018/19	ARE	00+	Bundesweit	2018-W50	7219
1190	2018/19	ARE	0-14	Bundesweit	2018-W50	13507
252	2018/19	ILI	0-4	Bundesweit	2018-W50	8388
938	2018/19	ILI	5-14	Bundesweit	2018-W50	3159
758	2018/19	ILI	15-34	Bundesweit	2018-W50	1506
2587	2018/19	ILI	35-59	Bundesweit	2018-W50	1170
1077	2018/19	ILI	60+	Bundesweit	2018-W50	810
1386	2018/19	ILI	00+	Sueden	2018-W50	1673
2061	2018/19	ILI	00+	Mitte (West)	2018-W50	1126
1060	2018/19	ILI	00+	Norden (West)	2018-W50	1964
1105	2018/19	ILI	00+	Osten	2018-W50	2277
4422	2018/19	ILI	15+	Bundesweit	2018-W50	1146
5612	2018/19	ILI	00+	Bundesweit	2018-W50	1645
1190	2018/19	ILI	0-14	Bundesweit	2018-W50	4902
247	2018/19	ARE	0-4	Bundesweit	2018-W51	17301
938	2018/19	ARE	5-14	Bundesweit	2018-W51	8430
766	2018/19	ARE	15-34	Bundesweit	2018-W51	8030
2594	2018/19	ARE	35-59	Bundesweit	2018-W51	5615
1077	2018/19	ARE	60+	Bundesweit	2018-W51	5011
1377	2018/19	ARE	00+	Sueden	2018-W51	7816
2062	2018/19	ARE	00+	Mitte (West)	2018-W51	6596
1069	2018/19	ARE	00+	Norden (West)	2018-W51	6543
1114	2018/19	ARE	00+	Osten	2018-W51	6172
4437	2018/19	ARE	15+	Bundesweit	2018-W51	6075
5622	2018/19	ARE	00+	Bundesweit	2018-W51	6800
1185	2018/19	ARE	0-14	Bundesweit	2018-W51	11467
247	2018/19	ILI	0-4	Bundesweit	2018-W51	9549
938	2018/19	ILI	5-14	Bundesweit	2018-W51	1626
766	2018/19	ILI	15-34	Bundesweit	2018-W51	1372
2594	2018/19	ILI	35-59	Bundesweit	2018-W51	1036
1077	2018/19	ILI	60+	Bundesweit	2018-W51	992
1377	2018/19	ILI	00+	Sueden	2018-W51	1453
2062	2018/19	ILI	00+	Mitte (West)	2018-W51	1743
1069	2018/19	ILI	00+	Norden (West)	2018-W51	1583
1114	2018/19	ILI	00+	Osten	2018-W51	1263
4437	2018/19	ILI	15+	Bundesweit	2018-W51	1113
5622	2018/19	ILI	00+	Bundesweit	2018-W51	1547
1185	2018/19	ILI	0-14	Bundesweit	2018-W51	4338
253	2018/19	ARE	0-4	Bundesweit	2018-W52	12495
957	2018/19	ARE	5-14	Bundesweit	2018-W52	4888
764	2018/19	ARE	15-34	Bundesweit	2018-W52	7893
2647	2018/19	ARE	35-59	Bundesweit	2018-W52	7336
1082	2018/19	ARE	60+	Bundesweit	2018-W52	5526
1403	2018/19	ARE	00+	Sueden	2018-W52	8085
2097	2018/19	ARE	00+	Mitte (West)	2018-W52	6721
1069	2018/19	ARE	00+	Norden (West)	2018-W52	5835
1134	2018/19	ARE	00+	Osten	2018-W52	7198
4493	2018/19	ARE	15+	Bundesweit	2018-W52	6902
5703	2018/19	ARE	00+	Bundesweit	2018-W52	6985
1210	2018/19	ARE	0-14	Bundesweit	2018-W52	7511
253	2018/19	ILI	0-4	Bundesweit	2018-W52	6001
957	2018/19	ILI	5-14	Bundesweit	2018-W52	937
764	2018/19	ILI	15-34	Bundesweit	2018-W52	927
2647	2018/19	ILI	35-59	Bundesweit	2018-W52	1553
1082	2018/19	ILI	60+	Bundesweit	2018-W52	1023
1403	2018/19	ILI	00+	Sueden	2018-W52	1661
2097	2018/19	ILI	00+	Mitte (West)	2018-W52	1680
1069	2018/19	ILI	00+	Norden (West)	2018-W52	802
1134	2018/19	ILI	00+	Osten	2018-W52	1182
4493	2018/19	ILI	15+	Bundesweit	2018-W52	1212
5703	2018/19	ILI	00+	Bundesweit	2018-W52	1411
1210	2018/19	ILI	0-14	Bundesweit	2018-W52	2683
198	2018/19	ARE	0-4	Bundesweit	2019-W01	6622
940	2018/19	ARE	5-14	Bundesweit	2019-W01	3402
825	2018/19	ARE	15-34	Bundesweit	2019-W01	6462
2622	2018/19	ARE	35-59	Bundesweit	2019-W01	5263
1182	2018/19	ARE	60+	Bundesweit	2019-W01	3929
1434	2018/19	ARE	00+	Sueden	2019-W01	5920
2121	2018/19	ARE	00+	Mitte (West)	2019-W01	5314
1077	2018/19	ARE	00+	Norden (West)	2019-W01	4770
1135	2018/19	ARE	00+	Osten	2019-W01	3778
4629	2018/19	ARE	15+	Bundesweit	2019-W01	5150
5767	2018/19	ARE	00+	Bundesweit	2019-W01	5061
1138	2018/19	ARE	0-14	Bundesweit	2019-W01	4507
198	2018/19	ILI	0-4	Bundesweit	2019-W01	2341
940	2018/19	ILI	5-14	Bundesweit	2019-W01	666
825	2018/19	ILI	15-34	Bundesweit	2019-W01	1480
2622	2018/19	ILI	35-59	Bundesweit	2019-W01	1058
1182	2018/19	ILI	60+	Bundesweit	2019-W01	476
1434	2018/19	ILI	00+	Sueden	2019-W01	1516
2121	2018/19	ILI	00+	Mitte (West)	2019-W01	1185
1077	2018/19	ILI	00+	Norden (West)	2019-W01	800
1135	2018/19	ILI	00+	Osten	2019-W01	276
4629	2018/19	ILI	15+	Bundesweit	2019-W01	981
5767	2018/19	ILI	00+	Bundesweit	2019-W01	1017
1138	2018/19	ILI	0-14	Bundesweit	2019-W01	1241
199	2018/19	ARE	0-4	Bundesweit	2019-W02	14427
953	2018/19	ARE	5-14	Bundesweit	2019-W02	5335
825	2018/19	ARE	15-34	Bundesweit	2019-W02	7014
2637	2018/19	ARE	35-59	Bundesweit	2019-W02	4707
1182	2018/19	ARE	60+	Bundesweit	2019-W02	3106
1442	2018/19	ARE	00+	Sueden	2019-W02	5432
